id,x,y,Fecha,year,evento,detalles,causa,perjuicio,zona,links_images
109,-71.36589,-40.16072,11/10/2021,2021,accidente personas,accidente en bicicleta,desconocidas,fractura del humero,cerro Curruhuinca camino a la  Islita,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/fn65mtsha4vvirptliec5fsfks/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lIjqzMB_mZWTZMJZYRUvy7v4xVWGVuN__cu6DbGsVcWiXavMgHdmuHA-EzZ4BpwoHkChK763Qu_dv3D58oPifWA2JeaJkmJyeMllkM6UAEsi_s4OVH2TFqRYFxi_lIttURbdRN9436duGv4u1YpIGGzIySLqwLoo97L_iJhQu6ODCuwmVSqKggRMvYgIXxbJY?session=0&fife
110,-71.29267,-40.13605,11/10/2021,2021,accidente vehicular,autovuelco,desconocida,materiales,barrio Vega San Martin,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/eor0mpom49aifpi88aflcpshtc/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m4M0jZn_K45E4FOHG-FnaC_a4kHOqGAXO1V5-3ct19jf0TM1Ho7bfohf3766yXQQKr1o7t-7-tn1zXmGkp1mG3bL75QEsd3WWfdYMu_Swz2BSDCPL9SU7-eWAfD2Bo3QCYVxgFlIAjnm8c-KuLpXJ58tI3q4Uy5DXRvK5895x-piSdjycr-cjKgZyNIobuues?session=0&fife
111,-71.35904,-40.15033,2/10/2021,2021,accidente personas,caida de roca sobre persona,caida de roca,persona lesionada,ragusi al fondo,https://doc-04-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/4aau719gibm39f8hojef1i83l8/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9knOt8MdkF3lZtVCF2_qtf_QaS1woDPrfoERYWoMITSb9M3dpYphpwyiShH03NEwM9AD1Hl5Q6zz7Elec2Zsg3rVRSLAHvmYi9auQs5731PblbJh2fEo-u0B-Y0wyRb4h-meFytM3yleEFlE48JfCn5qUuzuCUT22Y1-KavzdS4DoexyofJEaQDJKETeTnfWAs?session=0&fife
112,-71.35708,-40.16609,3/10/2021,2021,accidente vehicular,despiste vehiculo,desconocida,materiales,ruta 40 camino a catritre,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/ngur2rqk9j67i0bfu99674oq5o/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kYwD5I24emH33SKxfPENVq6nkYE0Bvm9tSo5Ow4SwMcDbxdPZ4GSV7FUMi8zTZe6M-oaaYTj2TkCMBQ7SOf5xhaOoZ0KvwMjaGKc1UHZy3adfkgg5LLP_R0UFNhj50RDmKmbswLRfezsx3ZrGZdnkxpm7gPyBhPWfAA3Obzrv4CHhR5xwU_4BrtX3EWRqUfDk?session=0&fife
113,-71.32275,-40.15416,14/10/2021,2021,incendio viviendas,incendio viviendas,desconocidas,parcial,trahunco abajo,
114,-71.31563,-40.10448,25/10/2021,2021,caida de arbol o ramas,caida de arbol,viento intenso,ninguno,kaleuche,https://doc-10-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/d36t5vpaepv6su1cr4c9fqqamg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mZ3Jp7vupk9c1DQD24rdj_MtbFAYLTVxpCE2SAfgd5GZYmkLMadekUKAj3c951J7SLo3kI9aXxWoJhJwrmCQvRjYCtrJokvB5W0wIMesVYQK__9L16JTfUB6pHjSgWEAsxW-Ztb65zYo4APHvMzdPpvYT0c5hT2vPQ5TkLoaidDCnwT9NxcFKJKGcrFVUFuFCl?session=0&fife
115,-71.29538,-40.14653,24/10/2021,2021,caida de arbol o ramas,caida de arbol,viento intenso,ninguno,los riscos,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/dfstu56vhmgrp4j4b5m01a657c/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lB8-45aRdNFL83XB0qkh7rdH3Lh_A8MDMm6l1a0P_VfsjHKTtW0Dsh4-uMFQTrFzoakPB9WkKhT41cjLzqXPBRAw7702I9cdjH8NvhdlndoZbq26NA3iTFr-Gv28jDa-PEL6N2jUQircoZv6s3oXKt7zfV0YJUIuTchdbzfXmjHWZ3iYlluQFyc5fQXjKPTMdH?session=0&fife
116,-71.33973,-40.14893,25/10/2021,2021,caida de arbol o ramas,caida de arbol,viento intenso,ninguno,enebro y paÃƒÂ±iles,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/db5bf7hmujakghtsq7i2fnkt14/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m49NHyiKmYdsM0qlI7Ji1k-5vD8LIO4mOtET1PpM5Qtu7Yvi2OIgG7u9RXTjs-N482ljCVLRyAyxQb2ARxJdYQskEfGtidR-U5Vwx6VvWVWb8Xl2-PiFh3Jou7_LjF2aXq11FzhWpCuM1Loc1_4N3cP4uvnDic3blBAWZR_tb35t25U9Q5ug_cuyrlSwu_S6s?session=0&fife
117,-71.34351,-40.15296,27/10/2021,2021,caida de arbol o ramas,caida de rama sobre vivienda,viento intenso,ninguno,centro,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/pf5so2u5nsjv3sdcr6nb6gh3eo/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9l7bL5rKCKxrEFB8M7xsexGyId_wXd7fy65g1ZGp30SE7tJOGYrFH5m9skVe4_haZEsqHlgExI-v2RdjtECKvUx5fxdOuXUBnNdMpGeR0e83aLCJ1lj4b2OlC15Pd0ZwStFVwc7tOABEJ4ct7lXgTXrxU82-HtlcHb8jTgOx9iHpaFlcGlaMQPR7vpSnKm7jQ0?session=0&fife
118,-71.29841,-40.13585,24/10/2021,2021,caida de arbol o ramas,descalzo de arbol,viento intenso,ninguno,villa vega san martin,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/g6c997g9ac28oauqbpdr8l1m7s/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9khF-C56hZCj923muhmyP7K23-cK8wqrvP_EwcOANhl40x_d0785AjlA5D103yGbqw1P4Hd6YX2rYQRRNRr3JD8d_rr73kT0sI2W01uKUEnCd52VOV7QQV8z4BW-h2dyrmGSNxZyh5WW7mLgbvqKoMuPsCwzRxRJS7Leo6aBIEBnyVaCvL-oZFCbLSPCQS4K4wX?session=0&fife
119,-71.25093,-40.12527,24/10/2021,2021,caida de arbol o ramas,arbol rajado,viento intenso,ninguno,ruta 40-vega maipu,https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/2nqk71omqk4re67ls2tkast7cg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9krt7xfgeZKRo3c5_BjJoKNCU3z8kjQYrtRe8gA1UjSDiy8w1VfRLXcwRL71_SuACcaqRQRVS4DNlC4Wd3rgvTicLzzQRYtG9fPBP-h35h8aKP94o_H2dCHRpFhHeo4lJDJxUXygKvXwfMzAukbomGrtrl8DnpkVRogJMejv6TbzwFTahufURfUlwQ1d1e9XUk?session=0&fife
120,-71.35308,-40.15182,24/10/2021,2021,caida de arbol o ramas,rama quebrada,viento intenso,ninguno,centro,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/v65dg9vn5abhu8jqjo16gp61ok/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mO9rLas_dUwHlwaQW7C3cL6_osASvvt2e1J9G48qIvr8aLeejcJea2fLDdX4VkxjPgJ88yTPcZAmkyfse6HaleK5W1aueB1sqhSDtx_fq9_NN48AOnH0jjI4EBuON2fcZixLrgT027IlNqcp13YqlLXdQTfiYxwgQW3XE-7b8wdPGEDjuWtn4yEJ2XlkHnKYBx?session=0&fife
121,-71.28381,-40.14015,24/10/2021,2021,caida de arbol o ramas,arbol quebrado,viento intenso,ninguno,calle los alamos,https://doc-14-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/jpccimaup3iodqukk8nc2vj2i8/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kxmVpNxef4IWalyMFNUU8HEbvZShWUrSnLI78vzrjLtxYoStfKmsw9q2eEMch9oj-1oGEBp_miF7qvSt64l7R7AvHLiaJyObRU1dNdmUI9ur_BO1uH5H092Pjtw5kQL49AvqGtMS1g-EEphAMUQZ5uaIXPDpr3iSAv4WX0jreyCK9Q4-BjjSB0_xHkaWI6t2_z?session=0&fife
122,-71.25081,-40.12525,24/10/2021,2021,caida de arbol o ramas,caida de arbol,viento intenso,personas lesionada y vehiculo,ruta 40 - vega maipu,https://doc-14-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/op30dt3qdvhnldbvrq2las7nd0/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m8ORPd_xdTi7nNTiYUS5vrnOvvrDx9lLt7qRjSdkPTv-VM0EAuNGPOD9RXa1VCmJH29ENR-JzoUrQ1PCK8MHnfyafdxfuI5gnff9qvnKWNRhdXRy-9cL-yTb3JX4XAGYVvRvphYrnBPYniemR7aWliWHCn4HqZDQshB68Z7WKY65zIpRvh4nQbIK9gQXeh8KQ?session=0&fife
123,-71.35791,-40.15266,24/10/2021,2021,caida de arbol o ramas,caida de arbol,viento intenso,ninguno,centro,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/qjqjb2q4i0vtngphghtqbfa62c/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9l3W3vxJmTvioSe76R7m5157Fy41kfHUdK3oeZl3UMiYsRSKubyIy5AA9uPjjJony5IanmmtlfcBRl80SB5oOME0Aosy8dBu1045yEmIMDFc86ga2e4HzLknEHFryFIWYFEiZDuRZfEPbXcEETru_oHaIaLYJGUJIr0HWJHVXH5uLE-hH483XitmRwSBbievyLW?session=0&fife
124,-71.31958,-40.14559,24/10/2021,2021,caida de arbol o ramas,caida de arbol,viento intenso,ninguno,acceso regimiento,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/gmqdg770e1dhv0onc3eto4nen4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nub5tpZ2j1_krFC51cDVkPY8X4kJQF0DjTVdprC1cTfjRZ8hflabZ3jOVp1nAfEdu5OHUlAhgW-YuUm0syPHulsJIpncIGZY31Y4MkzzSJVgUafroVSuBbwH2_QhFRvCOs8A5CHhac9Q_o-rkNJ2UQaMjV99_29G1xKfEEU8k-nGRxtjo7PzDBKsapUXSEyPu5?session=0&fife
125,-71.31668,-40.15499,23/10/2021,2021,incendio viviendas,incendio vivienda,desconocida,materiales,los chilcos,https://doc-04-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/hh44g1s9e8din0d5d97r27eft8/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lt0zQRtpoF7zBrqxcd37Yduh1Ny8yYKqFVa2n2xS1MMiz9OC4B2aoCSH6zoethohmV0DJ4jlo40zfTV8-2iVFhYJv0yd6g3r73aHnqKnYup8L3y1ygK2rjebsuczGFy_Oj9Ppq4vBgkEuvk5oeN_fhRB9-MScmK73NxvO50pt_M3iVunuJt_f-7BFQGdELNns?session=0&fife
126,-71.33559,-40.14688,21/10/2021,2021,caida de arbol o ramas,caida de rama,rama podrida,vehiculoÃ‚Â ,frutilla 184,https://doc-0c-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/ivjhvol9ta1cv7tlk9d0vnst98/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nhdGlSRcp_zz1BXUvYvfbIMHtt126sHWkx3a7hedhKmX8OfhXUyFMilJLpF-1IHeqLgCSd1ylJfcagqPeZq2U96_h4mzU1P6Gp7Utd2wZrO8gDUPEXxW1sXnyWyKo7taJJRtylEY0vT9jm673MrCIM98xjOAn-wkYZyQN8WcdMf286--KiZSgA9k9RgotoG1s?session=0&fife
127,-71.23464,-40.12058,21/10/2021,2021,caida de arbol o ramas,caida de arbol,viento intenso,linea electrica,pio proto,https://doc-0c-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/e0p0c835lo9rkreffmhgfoskvk/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mszzTKRc7W2WBLJfjYL12WUoMjrss17PFUOHs5cAaBuxXs_Nh-4WqTuskJOdySX_sC03wk-zWibQS7DifeXfGWB35Jz8SE9Fk74SLCA_6YKthYthbmYjbWl2jSIqvCc1l9CBpJYGTv8qYS2iH0M-37WWJrmaL8iYpCel-YCVzSifCrqC3kbA1QA9NLx2R6Qxw?session=0&fife
128,-71.35755,-40.16729,21/10/2021,2021,accidente vehicular,caida de vehiculo al lago,desconocida,persona fallecida,ruta 40 camino catritre,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/brmkdgtqqf23eksoj2l824090o/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kwgAxI-oBcpVT72Q-QP3Vfhu91_3S63TbxPpE7LVovfPl8f3oImmaBsapnMCxJkRAS0tpE_6WOX1t2gAjBsWkzJfXcSzYwiBsfoWh67sovFiDj3h7RbfXdgS1AA1U8SimVdEa8OWpog5cGh9oWmtzgCv4mcizSvSdNLEE9mstD9gSwzKzmn6gzhPY20hwtv6U?session=0&fife
129,-71.34255,-40.15936,24/10/2021,2021,caida de arbol o ramas,rama quebrada,viento intenso,ninguno,cerro comandante diaz,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/eul773kgcv86daq5ciciqvk0io/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nSHjgJnuY_mJe0hgqQBh8KhROPKnN1VNRCgebg4eSeJ8kDXpno_QSyccsclwib8cyDfuAKqYgfJspzpj87RKRKuwPDz7ujwHB6JDF2kk37XuXjO3hmU-mssRWoeG3ymUyv0VBNUqcGht5F99u4lfykkEjCHaFxhOptvwLb2TFpM2NXOPnw9EcEj59WdNwsaQH1?session=0&fife
130,-71.35453,-40.15578,24/10/2021,2021,daños infraestructura,voladura de techo,viento intenso,materiales,centro,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/8mrtt6hcve9or8v6ictevnvko4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kX7ggDDfJLOPta8HiGXZ5QpLIk1kptN_4ToWsuSZcm73boPcgJo2g3HmHxOHvYdLuW7JEalIhdmvbrWV9QXaFlYCFYGTSzYV98yhNH_5QaBoJfwVBeyT-x5OiVxYMThd216evcG1llAk96UMIMwkdba-1dIaMIV4cBMgizhyuKu0F4bxHTBBi6G9eEEMw99cI?session=0&fife
131,-71.22174,-40.13672,1/11/2021,2021,accidente vehicular,camion sin freno,desconocidas,ninguno,85 viviendas,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/unbo41rje9npgdr59nbjhttqss/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9ksRf0TebPevqpfvcwXqS9fGtnOn3SdJh_yk4zYDncghirxaHMAbZP8TJpfdMzmczr1RPgqInh1lVwOySN_nDoKJ8D8IFNc2w2BChtjC4tY9iFOQrIWjv4Aq514Utfo2dWcWfH0bezTtrHfzLtoR0VoAKlxgCAUiMq2q2Kt39PS0wUwy3Bt7QxMuXp86LSUYO0?session=0&fife
132,-71.3046,-40.12799,31/10/2021,2021,caida de arbol o ramas,caida de arbol,gancho podrido,ninguno,callejon de gingins y bello,https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/d902chd3efbfkmvitb18uh0be4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lBSaeD7_3e1Ejakb-uKo8gk4dilykae-khxBmw39FjZj0_g2rQ7orrHSwG1c3rTUH7mmZB5w14vmxtz4THT2I1tKvNeSHZTT-IHq0HxNInbgwaP72VVaS7ljiQhdfzFdfITXMma0bIYukQZ0tp3CTTmSWgDmlNKktnqibXSk338CN0OchBJXjIYRlKcwogszE?session=0&fife
133,-71.22174,-40.13446,31/10/2021,2021,incendio viviendas,incendio vivienda,desconocida,,chacra 30,https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/aj3sktuvdvq9ht33ddg4bgr1s8/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nIfMtBqrJg6BnMJboNUg7ZS2ZYjluwqMi5CKit8bvQxzllIo237LtsBX1NRdScwcTZkQCVqAgWbBK47Q2pXjUg45AGQ8eT8-j6coZVsdbnljmc1QAwNmbS1r4s1sMGjGQ5t3G3UUJVA6w0KR8VLLRVsI_XrNuicxace9h0m5zZb466qi9E2iTmyMNTidWqtTQ?session=0&fife
134,-71.32329,-40.14854,30/10/2021,2021,colision vehicular,choque vehiculos,desconocida,ninguno,cancha de futbol veterano,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/jld5f03ciq1jm9gbfis0ebjik4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9msDCr7fDNeAJ8SoLgOCO5FNkB0aLom7dKfpDl3UwUYuK8nXOzkbw2rFtGeF5ZqBK26v-q4eCrUhDENV4yaz7_9mEVymKybb8PMf0aB8XW7dJhpmzo-NYEiPgQ3Mbvueu__3StL8iM1ttQG33raIcCoKJRD8KnC36LFD-5YPn0Ww36_tsV_Maoh_T4DsowSmOVD?session=0&fife
135,-71.35044,-40.15795,2/11/2021,2021,accidente vehicular,accidente vehicular,desconocida,materiales,centro,https://doc-04-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/nd2r7p1dmk9977lan5548a3pag/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9n6vZ9i2iyowlxHud0pmXvGq9YHFssPs1_MIEKPOJhjvLc89dMEDrxicPvXSsQumWiXUtXgd9vR3WadEqQWldA4QcxkevzFlUUrBVKsaQhImv0OAdhzeURN08dfvBcf55ANO4iPH-PWIXij4RKsvV2VoJ4D1k9CcrliuJ5Y0W4oDjP--qYG1w1IX_fKEjr-ceg?session=0&fife
136,-71.13335,-40.17132,11/11/2021,2021,incendios forestales,incendio forestal,desconocidas,20m x 20 m - vegetacion nativa,Estancia Paylacura,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/pcdvos8v82lon1hejbojs5shlg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lqFovZ5qhsMf5QDyg-qpFAu92R9EyK-pc7gZM0cCqQiRz5g7-G0-XvAA8NxDCpfhVJGRbkr3E-Zx2M87g1zOQuypezL0uQZJmyfbn5Me-Cl-xV2d9i_gNSpbrqmL-yO1PgoQsBHvNk0oQQSzK19DAJR43BjSDDWAkkxKlMUnoNds8bViToQIsbGoR7jgpV6p8?session=0&fife
137,-71.31811,-40.10361,12/11/2021,2021,incendios forestales,principio incendio vegetacion,grupo electrÃƒÂ³genoÃ‚Â ,3m x 3 m,kaleuche arriba,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/m9mqh5hoem35nbap5elmcq5s3g/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9mL0xtGqyI-nUjTjtxYVHP4U8w_JurIKffHHUaOeBXujsTQDj7ni-vsmu0xF6DCgvd_0EIlq6bKSMfbMEmECPOHKcMoXXmXsGqrTc_8f6559_8yFvSN93LJ5oELZuNMmQ1f84-L2QrReekxE2dXR8HkNak-rcAE_Za-lg6Tk0RBHp3kxfyEybswxStqoejRHcs?session=0&fife
138,-71.34799,-40.16575,14/11/2021,2021,incendio viviendas,incendio vivienda,desconocida,vivienda daÃƒÂ±ada,cerro comandante diaz,https://doc-00-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/cgpf1q9innd5h5iaps9lkdsbco/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9nVIzTvU-e8TmPH3hEmve1QULjrQED-qZzZqpFLP_E85OA2c6zSJyZtAupQLgZ04-o0CF7DCUfKD4kduWjtDdFEQYowbWbqhTLsRUMWZCJkBa27I78AxNS0G8H1dZBWQhZcZtXrxK_z3Xgrf9nnOhY1VgsQckC0IV7G-2kLTYRBVrTc9_6-XpQqyQhTTMPtGWQ?session=0&fife
139,-71.3582,-40.16909,13/11/2021,2021,eventos naturales,caida de rocas,desconocida,ninguno,ruta 40,https://doc-0g-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/mh3i13m4qt953l2fd75dim1to4/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9k1qz6SlM09qjneQ9k-JpBMHr5-RAhRJ4GvrVa4CWzz3ZE_iPu6vTVjze2QEOQDDppDaMKkiCRtCliWem_aMY47MRBIfOwgPvXDQbp0MPwr_ZqNVNF9FcIa-iNNGv1Vvi1XPxTS7GLf2DmePhIFgX_kl6FSkKeUfwQpQv9VwdWgP8k7UGNRtFyp7VKEt7NARiI?session=0&fife
140,-71.34391,-40.15599,11/11/2021,2021,caida de arbol o ramas,caida de arbol,pudriccion,ninguno,ramayon y Villegas,https://doc-0o-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/6443ko7p8nvnn5bvedt63faugg/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9k_gzD9E35TFKL5FTFfVctQuu-X-5ppMXK5Gs_2nihOWgbE6LcoWvDoWPRjhY_MgjnEl_6oyz8KTiszVeqZsSXKgDC5HzL8m4tebUd49mmRGrMdGTGZNSk-l_mEsVTu1ywzX86P2kZp_Pn-bb79GIYbBkJfX2JuKGh2xssCCCe9ZFAcayouV5A7BIlOn9zWc-CY?session=0&fife
141,-71.36435,-40.1476,25/11/2021,2021,accidente personas,accidente montana,desorientacion,ninguno,C Curruhuinca,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/7kb3oo4k4kjlu3dqhfasd39c8o/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9m8Ye5B6RpuSq_uuHRhXZ9UijaoyMul6VJKd9wd8mdfVWGO-9uU94clc3_WTlGY1vKC0DCGRsKkbMzZX84-H5x_VP3aDQ-lc9BWWOnfcm_iv02d5bf0Qrd94n1URGEjja2NkrMpjHzAHof61WKS395R45YzKw4ZY3Y5RI3NaJwSKFe8r4P9PYhY7UQnKrUTAw8?session=0&fife
142,-71.30734,-40.13772,26/11/2021,2021,incendios forestales,incendio forestal,desconocidas,vegetaciÃƒÂ³n 50 m x 60m,vega plana,https://doc-08-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/uaoji7p86j9i0g0orhn618d0bk/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kcBE37mj9nxiaDhuWVG7kYjwpZ2DZt6tP1H5E38eAUQHnk8tabflchziPpdDasinyGRJnpQDueyhmeU_fF27grhV4Mknhb9O_5Y1hf2AMo37YY1w-X1_6mQqP69uc6CWIuiJUkr8rOlv6A6thBdewEXtlIhWi_lj_zXcN5AYCDDqXbd1jGe8qHGUZDJ7l02i4?session=0&fife
143,-71.34726,-40.14905,5/12/2021,2021,incendio viviendas,principio de incendios,desconocidas,desconocidas,los helechos 158,
144,-71.39219,-40.17486,5/12/2021,2021,accidente vehicular,autovuelco,desconocidas,materiales,ruta 40 camino catritre,
145,-71.39365,-40.14141,7/12/2021,2021,incendios forestales,principio de incendio,caida de rayos,1 arbol,trompul,https://doc-0k-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/ulof7mfg39gg0jbn2a15iaeano/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9lFLDSYVlSSfrTbBy6PgJed6SnOe1rw12hujVFEHF_MlA0iXCNaIWqX_oG_EOL3TKmPMSEkUGZN6rssBLJQyBp5M_CEewOS93jPnkByxQTlsErj1UEcCJa_Q_b1i7H9fpwdzuqAHZG7KOp-GxQLpVA57ENk0815yc2KaOtCFWhuyfSLvD9LIoQGLgkZUg4tEEt9?session=0&fife
146,-71.2613,-40.36317,7/12/2021,2021,incendios forestales,principio de incendio,caida de rayos,20m x 10 m,meliquina,https://doc-0s-9k-mymaps.googleusercontent.com/untrusted/hostedimage/nmppdpc735sf55nj1fsuamdh7g/7eucjmodcu5kobnjug0o8cqj1k/1671381894000/F0nZFzixlBjr6seVmxGMip76Jw-FgJV4/16116690245165455023/5AKgB-9kRIrS-jJmt56bOfYMnQvPdVn9eP9gGsDWKtGLi69Z0Z_E4LbFR3zIjgB_znNwQ9dV8z8Tpu1IO0kNLZzOrB9JAfIvPGf7RDxenZ---y9JbAA-ex1iy_2AtJOuuVV39kOlyNgCsP_DQD6vJF-2SpaJ23JdsvbMLU5i1bRQukNTsEv-sLQ2MAYDo3pi9mGPeSG0?session=0&fife
147,-71.35006,-40.15779,11/12/2021,2021,accidente vehicular,incendio volquete,desconocidas,ninguno,centro,
